Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Perimeter,AspectRatio,Circularity,MeanR,MeanG,MeanB,StdR,StdG,StdB,Classe
5525,104.567759402245,69.2244582056913,0.749498755317189,0.983971504897596,281.649,1.51056089296555,0.875237101400709,31.2781900452489,29.9817194570136,29.5969230769231,15.2507963366852,15.5358380954097,14.6575027663219,1
1778,373.830742771553,7.57722111053523,0.999794560234277,0.835919134931829,732.752,49.3361269676802,0.0416128629067678,128.660292463442,82.8599550056243,56.240157480315,14.4089092805846,10.7168533038526,13.5295265332454,1
6233,108.954121455742,72.9270543059735,0.742958691863219,0.988423723437996,286.53,1.494015115414,0.954040456069668,23.1938071554629,21.6305150008022,21.6289106369325,12.7825315614229,13.1441601760664,12.3116272932683,1
4447,91.5161618390541,62.16553199691,0.733874815637877,0.973937801138852,259.957,1.4721367114433,0.826939925588454,25.2183494490668,24.8219024061165,24.7483696874297,16.9159959293775,17.2209905675639,16.6223528678359,1
12249,190.195111331929,89.2290969372258,0.883121119994536,0.879640933572711,533.605,2.13153688494387,0.540593373556133,31.1764225651074,31.1685035513103,30.425585762103,21.3300433753638,21.6831516023846,20.7263208036232,1
5446,103.092032070827,67.6015385426673,0.754987047082431,0.98037803780378,269.79,1.52499535207708,0.940233681769648,30.7811237605582,30.3070143224385,29.7313624678663,14.6898208137927,14.5856431672696,13.8467805017828,1
5912,100.283502719005,75.4800627909643,0.658401619515804,0.98369384359401,277.896,1.32860915864276,0.962010247237784,26.4687077131258,26.3386332882273,25.9685385656292,15.403797485675,15.3548786531583,14.8420668289118,1
6395,103.150272202702,79.5278862850359,0.636846570273397,0.97040971168437,324.814,1.29703273934631,0.761694699326729,29.488506645817,28.8078186082877,28.5437060203284,21.8216098497319,21.9836960411125,20.9768723434554,1
5944,103.142995073926,73.7215073637151,0.699379526348051,0.974905691323602,303.022,1.39908961119116,0.813467757909182,30.281796769852,29.5225437415882,29.4520524899058,23.1550422200821,23.2989734483164,22.4848457387401,1
5693,99.3142649478904,73.244252270456,0.675347332298948,0.985459581097455,271.645,1.35593253899528,0.96949956046553,26.7825399613561,25.1006499209556,24.7612857895661,16.5945764984335,16.6084741575849,15.7069783392685,1
6035,104.871614660469,73.551369142418,0.712820240801577,0.980025982461838,283.378,1.4258281780915,0.944397604411115,26.049710024855,24.8999171499586,24.7496271748136,15.8051562588714,16.0684727143761,15.1631208239761,1
5147,102.283512170511,64.7864062765642,0.773824316340121,0.974810606060606,305.765,1.57878045795405,0.691812634455138,34.8589469593938,31.8284437536429,29.9137361569847,22.585191294666,21.2610937450455,18.9236489266917,1
5521,98.9116508273218,71.3137187096543,0.69295169849206,0.979421678197623,270.461,1.38699331092282,0.948458454688991,23.4883173338163,23.2729577975005,22.9206665459156,14.2910956902129,14.3798599383886,13.8024838393438,1
18769,226.140681676473,155.380233743704,0.726567161893916,0.76708353768187,793.793,1.45540186308052,0.374314342987205,31.5030635622569,30.3575043955458,30.0468325430231,23.2254463774832,23.1684879397335,21.9262085842282,1
4768,99.1138532998197,61.5514064573856,0.783796945862141,0.980666392431098,253.936,1.61026138969611,0.929175098024526,27.6254194630872,26.2825083892617,24.2544043624161,16.9765630170986,16.6457586154088,16.1427344817678,1
6205,107.021825039749,74.3774279441158,0.719034486261379,0.971808927173062,287.58,1.43890193568082,0.942831949892224,25.8507655116841,24.0049959709911,23.7988718775181,19.5715050998538,19.1234108585121,17.449397190133,1
6141,110.198043391373,71.2909501714176,0.76254531189602,0.976156413924654,292.939,1.54575080183956,0.899279248827479,25.8821038918743,25.7935189708517,25.0967269174402,14.8933048116042,14.8223144903001,14.1655667312018,1
5827,103.74015993554,71.9618031551595,0.720289546620086,0.973275430098547,285.016,1.44160034055653,0.901397606561296,23.6995023168011,22.9457696928093,22.9282649733997,18.6997195317434,18.6835025801288,17.9265389566161,1
5527,102.235122513296,69.1828909804148,0.736255412318502,0.978749778643528,285.646,1.47775152302089,0.851222382899501,30.0595259634521,29.4058259453591,28.0714673421386,19.0216337585111,19.0690249162538,18.2903294392219,1
13020,207.159946791266,91.3082302848243,0.897624012961094,0.850091407678245,536.694,2.26879818111749,0.56802489235702,24.452841781874,24.2206605222734,23.8917050691244,19.463362855681,19.3145084722233,18.4933900875334,1
9875,195.803819615729,71.1186807333127,0.931705757822114,0.867140850017562,472.562,2.75319814142746,0.555685899247628,38.1816708860759,35.5116962025316,32.8167088607595,25.5442838964869,22.9527069655774,19.4468999187809,1
10633,175.092971483753,83.6826831409692,0.878396373766106,0.902095528972597,448.428,2.09234413754154,0.664477428952953,24.6448791498166,22.6776074485094,22.9109376469482,20.0540491072807,20.0206130568489,18.9333278803012,1
10697,143.892721206392,101.883217891165,0.70616246529003,0.903615475587092,455.971,1.4123299615458,0.646543002113041,24.353276619613,23.1563055062167,23.336542955969,19.3788788856253,19.5315431002836,18.706044077211,1
16522,240.911079232897,104.206765911653,0.901608596182522,0.806974699619029,682.51,2.31185640515072,0.445712120168913,32.9512165597385,31.2464592664326,31.0161602711536,21.2174069974763,21.1804706486068,19.8339860724778,1
10654,149.384228510765,95.7273623431678,0.767696972372796,0.924024284475282,419.738,1.56051754539361,0.759916682682464,30.1024028533884,28.020931105688,27.421907264877,20.529353576152,20.328348362511,19.1794318993849,1
3997,86.8450705055291,58.7365812454064,0.736591836478377,0.980858895705521,232.104,1.47855167366114,0.932349542987414,28.2594445834376,26.4618463847886,26.7345509131849,22.6263439475355,22.6787385688997,21.5110684461606,1
4899,96.7635314222877,64.8399565240304,0.742282829939599,0.98117364310034,259.644,1.49234417494444,0.913189104628106,25.1665646050214,24.6968769136558,24.6099203919167,19.7402905165525,19.7631693522422,19.2472551529991,1
10592,143.094266544821,101.831937908727,0.702541947242965,0.890907561611574,460.768,1.40520026902638,0.626936010669603,25.0806268882175,24.5278512084592,23.8694297583082,20.8954330948705,20.4664789782907,19.4152852667191,1
5106,98.8976559804731,66.065107593428,0.744147899119353,0.980791394544756,260.694,1.49697260146915,0.944123054811332,25.6938895417156,25.1427732079906,24.9678809244027,14.433627004741,14.4080788520173,13.7835849828608,1
3790,80.315793984022,60.3206106989034,0.660253352883738,0.982883817427386,224.239,1.33148177800995,0.947167478654998,39.4612137203166,33.177308707124,31.2799472295514,26.6607762616312,21.2105709747251,19.0527318699988,1
4892,95.9112757982861,65.3874741175347,0.73158559305339,0.968904733610616,282.858,1.46681420398477,0.768350502803592,27.3231807031889,26.3307440719542,25.8914554374489,20.7728908320531,20.8145949695886,19.7251683380778,1
15182,244.128462473183,104.42408541556,0.903900697471318,0.75356132426664,704.965,2.33785588355085,0.383887295478036,34.2289553418522,33.5934659465156,32.928994862337,24.2473586527633,24.2746222804808,23.1684481160826,1
5531,96.9276042317388,73.0960657825733,0.65672455422125,0.968481877079321,319.306,1.32603038472759,0.681709527695231,29.1516904718857,28.997830410414,28.747785210631,20.4129153337312,20.3384828140227,19.6195512718843,1
19576,238.915850846887,120.292392613064,0.863999465631718,0.818873922864553,752.118,1.9861260189195,0.434872410124707,25.3918573763792,25.3030241111565,24.9896812423376,19.2094977866178,19.2481124263697,18.5855268751416,1
6090,106.865432522151,73.0834152362326,0.729592023252933,0.979099678456592,308.189,1.46223917118162,0.805736224758732,27.1216748768473,25.9083743842365,25.999671592775,15.2149585774146,15.370707280097,14.7453447861711,1
7222,115.061753948465,80.1965681240034,0.71708358109098,0.982585034013605,309.629,1.43474660624568,0.946638335385643,24.5336471891443,22.6135419551371,23.1325117695929,16.7493448136687,16.7680329549515,15.939871899305,1
10938,186.743738174329,85.2653395665765,0.889677184662401,0.865005931198102,518.832,2.19014829617276,0.510615830053897,24.3656061437191,24.2713475955385,23.828853538124,18.2096507831191,18.2156342142867,17.4103107008498,1
5300,98.2222023742123,69.1529538677586,0.710154318226872,0.97930524759793,266.583,1.42036163143577,0.937175295094472,23.0162264150943,21.2745283018868,21.7058490566038,15.5027626276762,15.6997538953979,14.9327638137057,1
5321,100.393110868206,68.0935983080967,0.734813110294581,0.963774678500272,301.956,1.47433992860778,0.733357597591536,42.3645931215937,39.9533922195076,36.5933095282842,26.2955108141001,24.112761577959,21.6294925439867,1
5114,95.7830812276754,68.4418877929393,0.699583446006845,0.978194338179036,259.882,1.39948041055578,0.951520582482268,27.0158388736801,25.3470864294095,25.5117324990223,17.3460974014862,17.5330423248235,16.5572444046286,1
5339,97.7952547832237,70.1458256677356,0.696792990779045,0.960424536787192,306.263,1.39417069871637,0.715287639338028,27.8458512830118,27.6555534744334,27.1324218018355,22.4941111964311,22.2991915958808,21.2247045035682,1
6557,109.265914315562,77.0763403862194,0.708807954925414,0.974873624739816,294.154,1.41763235991804,0.952281902253952,27.5173097453104,25.7500381271923,25.5465914290072,18.9484919066798,18.7342910093582,17.4805697777764,1
16768,180.441764700764,144.953607916948,0.595539184772204,0.834228855721393,658.501,1.24482423924314,0.485935079402842,27.4087547709924,27.2108778625954,26.4407204198473,20.3532007787649,20.3098270774435,19.274778641374,1
16908,329.842251656389,85.3621345685506,0.965931774115391,0.74481300383243,767.891,3.86403471894798,0.360332096197091,24.8189614383724,24.5540572510054,24.1936952921694,17.4955517265407,17.2381020223783,16.5478253174615,1
4912,99.0323176467831,63.3795142330578,0.768384740906971,0.984171508715688,256.841,1.56252882094715,0.935706223090911,24.3023208469055,24.0052931596091,23.7355456026059,14.7935914126011,14.7582974351464,14.3192607566501,1
4470,89.6367956676361,63.989915782076,0.700268051643579,0.969841614233022,274.181,1.40079564994121,0.747209999219938,23.0190156599553,22.7237136465324,22.4170022371365,14.6889078947975,14.3853853695152,13.652667325128,1
4416,90.5140223584921,62.5836347527688,0.722448491695607,0.97742363877822,248.512,1.44628899737223,0.898554036935368,30.0724637681159,29.7015398550725,29.2923460144928,16.1294087994774,16.0566284794352,15.3054781959774,1
4669,92.121396916495,64.7350279117089,0.711472091417577,0.984190556492411,248.52,1.4230533281323,0.94997253203706,29.5692867851788,27.6935103876633,28.1210109231099,19.3495051501449,19.5677060112904,18.6274106105973,1
11534,169.045962070102,93.0493483176912,0.83487593809694,0.917800588843797,457.393,1.81673450837013,0.692804633266892,27.5957170105774,26.0539275186405,25.7108548638807,19.455043764046,19.3187953847709,18.089229161327,1
11975,172.307582943369,95.9463779253418,0.830625132955309,0.881941375754898,517.773,1.79587376479648,0.561314920526843,27.5998329853862,25.6453444676409,25.6884342379958,23.8226746244498,23.713042818152,22.1868941479954,1
20382,218.678344858383,160.829465255387,0.677566704796799,0.764659538548115,835.382,1.35969080361695,0.367017214447938,31.0096163281327,29.2915317436954,28.8851928171916,23.4563548878106,23.2275620080366,21.7104123040912,1
4781,96.3691602376214,63.5763621657671,0.751514226174316,0.972736520854527,275.704,1.51580173754439,0.790391886781147,31.5726835390086,30.0089939343234,28.5659903785819,17.1877522345597,16.905228161013,16.0973140904917,1
5906,100.982582072492,74.8570061615768,0.671188944285662,0.977490897053956,294.652,1.34900642238515,0.854839378859,25.4388757196072,25.3193362682018,24.9568235692516,18.5638584074773,18.5113084498279,17.7440356940378,1
5475,104.817561173329,66.848945207904,0.770231218280026,0.982238966630786,271.626,1.56797629113429,0.932505304901309,26.1346118721461,25.9340639269406,25.3534246575342,12.9496918076065,12.853359143186,12.38429181788,1
4867,91.537652450441,68.9898793009135,0.657244290404353,0.956752506388834,268.368,1.32682725898361,0.849199541475419,35.5274296281077,34.427573453873,32.4292171769057,22.9882164284928,22.071322659461,20.4549587159243,1
5258,102.401875733683,65.720516724154,0.766880293201096,0.984091334456298,266.234,1.5581416707889,0.932187792604161,25.1059338151388,23.3075313807531,23.701217192849,15.399715125895,15.5800883162344,14.8202572565161,1
5215,97.1077418649261,68.7248256112666,0.706495768530075,0.970774385703649,277.376,1.412993645327,0.851777992284701,36.1821668264621,35.3706615532119,33.6036433365292,20.3366042514672,20.4160621763027,19.3121241155685,1
13474,240.18152823766,86.6776067449508,0.932610814082746,0.792914729594539,647.475,2.77097554094215,0.4038874870985,30.0397803176488,29.5873534214042,28.8616594923556,20.6717598786269,20.4876634652606,19.3881587615437,1
6613,115.025535831084,73.734010298101,0.767521696986479,0.967944964871194,348.904,1.56000650671304,0.682647477636962,26.0910328141539,25.4699833660971,25.1949190987449,17.2323416647517,17.1332598244134,16.3080400474061,1
12825,197.277905234158,96.9669501942639,0.870863671324535,0.84995692226125,587.548,2.03448602682596,0.466853407757584,30.6360233918129,30.1275633528265,29.36522417154,21.2615220628696,21.0115030031024,19.9588927399753,1
11866,163.580995108047,100.365277016566,0.78965512488391,0.88923860911271,494.509,1.62985646002897,0.6097696546783,27.2274565986853,26.963256362717,26.57829091522,19.4129977933362,19.3691096529046,18.3741829721429,1
5619,101.302188272756,71.1327058563546,0.711996207411872,0.973830155979203,275.439,1.42412954847135,0.930717822083606,24.5444029186688,24.4079017618793,23.8519309485674,16.1220738689822,15.9882315274896,15.1734648195334,1
9804,193.705173513474,69.4080891072566,0.933599522031178,0.876923076923077,484.098,2.79081553756855,0.525710425604637,31.5846593227254,29.8725010199918,29.0693594451244,23.1154638556237,22.9469150999831,21.4555872769326,1
6475,110.214306193152,75.1490898672542,0.731496544610141,0.977506038647343,332.379,1.46660866269755,0.736516503998026,36.9762162162162,34.8182239382239,32.95861003861,20.71679796301,19.3830509579521,18.2929466728308,1
5388,96.9336290443917,71.2658185025201,0.677847849660863,0.973969631236443,278.549,1.36017000970758,0.872638246818425,26.4428359317001,25.9990720118782,25.7225315515961,20.1475317527493,19.8201070358039,18.9304226851576,1
5605,100.952302969345,71.1789373265852,0.709132816745895,0.981955150665732,271.958,1.4182889877402,0.952317584420466,29.3950044603033,27.5318465655665,27.714362176628,17.4028119068024,17.4049758518035,16.3324867614341,1
6125,104.598404122987,75.2525722499612,0.694551660579326,0.976718226758093,306.429,1.38996450215084,0.819702442620228,37.9270204081633,36.4357551020408,35.162612244898,26.2778214921138,25.5435232933745,24.0863690518633,1
4714,92.7708479174546,64.930540130277,0.714238486110302,0.983722871452421,248.37,1.42877061751402,0.960287260904039,29.8037759864234,29.3029274501485,28.2800169707255,14.0834671457874,13.9986618408184,13.3059317753902,1
5466,98.1949677645574,71.5458527372125,0.684928617848972,0.979921118680531,288.963,1.37247602771927,0.822611954253243,40.5956824002927,38.8305890962313,37.3455909257226,25.7498859308878,25.3090291794462,23.4407320546379,1
11930,186.321213739485,92.9197948406989,0.866770318983187,0.867005813953488,539.493,2.00518322343386,0.515084735339408,26.4366303436714,25.7876781223806,25.4969823973177,21.7597567590356,21.482488016155,20.3780441157202,1
6188,104.250801738442,76.0790319766281,0.683693502699002,0.97402801825909,297.778,1.37029611221221,0.876950240780788,32.2380413703943,31.7915319974143,30.5017776341306,23.0911727108438,22.4860320714553,21.6473229594744,1
5995,104.128464671911,73.4752097421899,0.708589653806675,0.984077478660538,280.576,1.4171917989384,0.956969315195437,26.2542118432027,24.4693911592994,24.7254378648874,16.7807933428979,16.9178525808953,15.9102319468176,1
4197,82.2319134996552,65.1574200437327,0.610051564967895,0.975139405204461,250.744,1.26204987006027,0.838856615522489,25.7329044555635,25.3316654753395,24.9768882535144,14.2980128371131,14.0691666204599,13.4963430961383,1
5382,103.007812211777,66.7781352137095,0.761400116632653,0.97907949790795,278.664,1.54253801610545,0.870947193219371,28.465811965812,27.6348940914158,26.860646599777,14.3758274045902,14.3497707387446,13.5729425531179,1
5705,102.324923671302,71.7227555114318,0.713228662098876,0.962381916329285,317.61,1.42667306828434,0.710685045869438,28.7009640666082,28.3887817703769,27.8534618755478,22.71676727772,22.2351865450477,21.1786525788941,1
9733,174.138803259133,83.2593910921084,0.878294063086241,0.851531058617673,481.119,2.09152146052192,0.528386327415118,32.7921504161101,31.9200657556766,30.4493989520189,23.7512379245417,23.4647198052795,22.3026909020838,1
3564,79.7583269204346,57.5993609035072,0.691711818874143,0.976170912078883,215.968,1.38470853963204,0.960215575840959,39.1562850729517,37.2522446689113,34.3866442199776,21.6612603939938,20.805153240463,19.633043939542,1
6255,109.265007545395,73.2210116200806,0.742249928751913,0.975362544830812,291.781,1.49226301477962,0.923258173905061,28.9170263788969,26.8681055155875,26.827657873701,18.3444721180479,18.0621204791267,16.6125172674968,1
10128,189.40563776385,75.8379889102118,0.916340526380534,0.868089483157624,489.812,2.49750343443437,0.530486962726827,27.3586097946288,27.0782977883096,26.4882503949447,19.4976243301636,19.2719231476368,18.4503866419055,1
9468,159.383028311413,81.9475507216269,0.857697400496643,0.888263439347031,438.461,1.94493949981289,0.61887960836053,29.0032741867343,27.9534220532319,27.6116392057457,21.7826460612727,21.4451047344728,20.0423840466108,1
11817,157.70147906354,100.914458754365,0.768451419173317,0.918538670812281,469.634,1.56272432127293,0.673283602762329,32.4902259456715,31.4344588304984,30.4396208851654,22.7040344921062,22.8496444884117,21.4725131122382,1
5990,100.719720691999,76.1023354580025,0.655050324934561,0.974934895833333,297.596,1.32347739508707,0.849928725014284,33.0722871452421,32.3477462437396,31.4151919866444,23.9979256202173,23.1079004175813,21.950019949356,1
4261,90.5928605707489,60.2349441642597,0.746934831509504,0.984064665127021,241.963,1.50399177466993,0.914583742595822,29.7071110068059,28.3832433701009,27.6331846984276,16.5241498793106,16.5151030861925,15.6346466385586,1
68,33.3376012930661,4.1815714227067,0.992102335199618,0.571428571428571,68.179,7.97250553034603,0.183830480632241,140.279411764706,103.764705882353,78,6.04175912960439,2.9931147210054,4.83766318325562,1
9143,165.02635981726,84.8150821868916,0.857820925028784,0.815683825497368,476.398,1.9457195060381,0.506242642750595,33.4920704363994,31.4080717488789,30.4094936016625,26.6143923062002,26.1225350844252,24.0934129181879,1
5023,99.1750758668141,64.6981903736774,0.75790631697875,0.984515876127009,269.461,1.53288794159479,0.869323075633894,28.1003384431615,27.6328887119251,26.8238104718296,15.8945113083138,15.5911334485735,14.8266169017416,1
79,30.6996133494456,6.36152132500302,0.978294731181774,0.572463768115942,67.84,4.8258288829097,0.215707515562417,142.721518987342,101.455696202532,74.2784810126582,5.09634536944219,3.62256980734505,4.20298034934052,1
9976,215.977183726347,69.5322536102501,0.946759193056517,0.822898622453188,548.481,3.10614387586178,0.416718833809834,28.6838412189254,27.9560946271051,27.0119286287089,23.4682590209443,23.0887071517554,21.7800662594259,1
6493,108.812956490577,76.4055540895849,0.712006066948734,0.971860499925161,356.776,1.42414982506369,0.641008816246585,28.0517480363468,27.6028030186355,27.0421992915447,17.9524969329481,17.5525030074813,16.6883858978224,1
4740,96.6922782796436,63.465019985938,0.754447158980461,0.962241169305725,272.287,1.52355231749817,0.803404743736309,34.6778481012658,33.9333333333333,31.7504219409283,20.6062630893681,20.1134938330057,18.7424078975878,1
5209,94.5444258796234,70.2741707518272,0.668966465838911,0.982459449264429,269.477,1.34536522975855,0.901406766368496,33.6613553465156,31.6496448454598,31.4008446918794,24.290518870441,23.9758967620793,21.8907400526891,1
5567,97.8201250004151,72.8948281276217,0.666849358871888,0.978211210683535,285.538,1.34193505236277,0.858031553117558,24.551104724268,24.0964612897431,23.6885216454105,20.0083939028877,19.3030989726373,18.3030930536661,1
5270,100.345073408403,67.2361147044446,0.74231688390652,0.983392423959694,266.55,1.49242819650567,0.932101282460666,26.9339658444023,26.3371916508539,25.9324478178368,16.5898979619726,16.5004173037197,15.6144228662731,1
69,20.7653815719069,6.55155338210581,0.948924367837682,0.676470588235294,57.9,3.16953558351874,0.258643654084907,144.217391304348,101.797101449275,74.4927536231884,3.23523599110769,2.99302969730814,3.27478417971321,1
3310,77.3554738010552,54.6760447833916,0.707397982592403,0.978710821998817,208.558,1.41479644527164,0.956277969914817,32.4513595166163,31.6392749244713,30.4456193353474,17.6309645886044,17.447943507076,16.728465464854,1
5731,102.189563331867,71.8703746976404,0.710888774525263,0.975489361702128,293.228,1.42185933719951,0.83758597377999,34.2865119525388,31.2472517885186,29.6393299598674,18.0302419374658,17.5953778051921,16.6139068674674,1
5742,99.8260652941349,73.433059929394,0.677405203280688,0.973550356052899,295.205,1.35941584607965,0.827991034251473,31.7624521072797,31.0071403692093,29.9306861720655,22.1315758865819,21.6309673182925,20.5216859611174,1
5206,96.3473219072515,68.903759599387,0.698960687597621,0.984307052372849,270.56,1.39828831499796,0.893689894828623,28.5284287360738,26.6732616212063,26.6580868228967,22.1844044040006,21.9843504640278,20.4433445200901,1
4751,95.9951402332938,63.3878788793344,0.750980982795099,0.985889188628346,254.937,1.51440846310745,0.918605735411812,33.7766785939802,32.2999368553989,30.3414018101452,23.3121249499425,22.8157452096068,21.4281970961723,1
9218,184.535584193143,74.3796564466024,0.915171779958285,0.832174776564052,494.593,2.48099538246216,0.473533421914159,32.9021479713604,31.8920590149707,30.6734649598611,24.4333586210413,24.341623971273,23.1294481414471,1
15091,172.83722086175,132.498137190583,0.642117179387033,0.866303099885189,635.518,1.30445019474608,0.469539541619979,29.4380094095819,28.7485918759526,27.7424292624743,21.921210739944,21.6089594321136,20.4136316390798,1
62,15.5110178863943,8.24987409821841,0.846824842136513,0.645833333333333,51.581,1.88015207283514,0.292834363167915,145.209677419355,102.903225806452,76.5,4.47630225313807,2.30259780176655,2.41409793762785,1
5981,106.457026794281,72.0203272871264,0.736424090794666,0.974421635711958,302.567,1.4781524995001,0.820995067811888,28.5124561110182,27.7012205316837,27.1611770606922,15.6330962811083,15.6105244978726,14.8013977539449,1
